cidade,uf,prazo_dias_uteis
FLORESTA DO ARAGUAIA,PA,17
GARRAFAO DO NORTE,PA,19
GOIANESIA DO PARA,PA,17
GURUPA,PA,23
IGARAPE-ACU,PA,17
IGARAPE-MIRI,PA,17
INHANGAPI,PA,17
IPIXUNA DO PARA,PA,17
IRITUIA,PA,17
ITAITUBA,PA,19
ITUPIRANGA,PA,17
JACAREACANGA,PA,22
JACUNDA,PA,15
JURUTI,PA,23
LIMOEIRO DO AJURU,PA,17
MAE DO RIO,PA,17
MAGALHAES BARATA,PA,17
MARABA,PA,13
MARACANA,PA,17
MARAPANIM,PA,17
MARITUBA,PA,13
MEDICILANDIA,PA,21
MELGACO,PA,23
MIRITITUBA,PA,23
MOCAJUBA,PA,23
MOJU,PA,17
MOJUI DOS CAMPOS,PA,22
MONTE ALEGRE,PA,23
MONTE DOURADO,PA,23
MORAES ALMEIDA,PA,21
MUANA,PA,23
NOVA ESPERANCA DO PIRIA,PA,19
NOVA IPIXUNA,PA,17
NOVA TIMBOTEUA,PA,17
NOVO PROGRESSO,PA,19
NOVO REPARTIMENTO,PA,19
OBIDOS,PA,23
OEIRAS DO PARA,PA,23
ORIXIMINA,PA,23
OUREM,PA,17
OURILANDIA DO NORTE,PA,17
PACAJA,PA,19
PALESTINA DO PARA,PA,17
PARAGOMINAS,PA,17
PARAUAPEBAS,PA,17
PAU D ARCO,PA,19
PEIXE-BOI,PA,17
PICARRA,PA,19
PLACAS,PA,23
PONTA DE PEDRAS,PA,23
PORTEL,PA,23
PORTO DE MOZ,PA,23
PORTO TROMBETAS,PA,23
PRAINHA,PA,23
PRIMAVERA,PA,17
QUATIPURU,PA,19
QUATRO BOCAS,PA,23
REDENCAO,PA,14
RIO MARIA,PA,17
RONDON DO PARA,PA,17
RUROPOLIS,PA,21
SALINOPOLIS,PA,17
SALVATERRA,PA,23
SANTA BARBARA DO PARA,PA,17
SANTA CRUZ DO ARARI,PA,23
SANTA IZABEL DO PARA,PA,15
SANTA LUZIA DO PARA,PA,22
SANTA MARIA,PA,16
SANTA MARIA DAS BARREIRAS,PA,17
SANTA MARIA DO PARA,PA,16
SANTANA DO ARAGUAIA,PA,17
SANTAREM,PA,19
SANTAREM NOVO,PA,17
SANTO ANTONIO DO TAUA,PA,17
SAO CAETANO DE ODIVELAS,PA,17
SAO DOMINGOS DO ARAGUAIA,PA,17
SAO DOMINGOS DO CAPIM,PA,17
SAO FELIX DO XINGU,PA,19
SAO FRANCISCO DO PARA,PA,17
SAO GERALDO DO ARAGUAIA,PA,17
SAO JOAO DA PONTA,PA,17
SAO JOAO DE PIRABAS,PA,17
SAO JOAO DO ARAGUAIA,PA,17
SAO MIGUEL DO GUAMA,PA,17
SAO SEBASTIAO DA BOA VISTA,PA,23
SAPUCAIA,PA,17
SENADOR JOSE PORFIRIO,PA,23
SOURE,PA,23
TAILANDIA,PA,17
TERRA ALTA,PA,17
TERRA SANTA,PA,23
TOME-ACU,PA,17
TRACUATEUA,PA,17
TRAIRAO,PA,21
TUCUMA,PA,19
TUCURUI,PA,17
ULIANOPOLIS,PA,19
URUARA,PA,21
VIGIA,PA,19
VISEU,PA,19
VITORIA DO XINGU,PA,19
XINGUARA,PA,17
AGUA BRANCA,PB,15
AGUIAR,PB,15
ALAGOA GRANDE,PB,15
ALAGOA NOVA,PB,15
ALAGOINHA,PB,15
ALCANTIL,PB,15
ALGODAO DE JANDAIRA,PB,15
ALHANDRA,PB,15
AMPARO,PB,15
APARECIDA,PB,15
ARACAGI,PB,15
ARARA,PB,15
ARARUNA,PB,15
AREIA,PB,15
AREIA DE BARAUNAS,PB,15
AREIAL,PB,15
AROEIRAS,PB,15
ASSUNCAO,PB,15
BAIA DA TRAICAO,PB,15
BANANEIRAS,PB,15
BARAUNA,PB,15
BARRA DE SANTA ROSA,PB,15
BARRA DE SANTANA,PB,15
BARRA DE SAO MIGUEL,PB,15
BAYEUX,PB,15
BELEM,PB,15
BELEM DO BREJO DO CRUZ,PB,15
BERNARDINO BATISTA,PB,15
BOA VENTURA,PB,15
BOA VISTA,PB,15
BOM JESUS,PB,15
BOM SUCESSO,PB,15
BONITO DE SANTA FE,PB,15
BOQUEIRAO,PB,15
BORBOREMA,PB,15
BREJO DO CRUZ,PB,15
BREJO DOS SANTOS,PB,15
CAAPORA,PB,15
CABACEIRAS,PB,15
CABEDELO,PB,12
CACHOEIRA DOS INDIOS,PB,15
CACIMBA DE AREIA,PB,15
CACIMBA DE DENTRO,PB,15
CACIMBAS,PB,15
CAICARA,PB,15
CAJAZEIRAS,PB,15
CAJAZEIRINHAS,PB,15
CALDAS BRANDAO,PB,15
CAMALAU,PB,15
CAMPINA GRANDE,PB,15
CAPIM,PB,15
CARAUBAS,PB,15
CARRAPATEIRA,PB,15
CASSERENGUE,PB,15
CATINGUEIRA,PB,15
CATOLE DO ROCHA,PB,15
CATURITE,PB,15
CONCEICAO,PB,15
CONDADO,PB,15
CONDE,PB,15
CONGO,PB,15
COREMAS,PB,15
COXIXOLA,PB,15
CRUZ DO ESPIRITO SANTO,PB,15
CUBATI,PB,15
CUITE,PB,15
CUITE DE MAMANGUAPE,PB,15
CUITEGI,PB,15
CURRAL DE CIMA,PB,15
CURRAL VELHO,PB,15
DAMIAO,PB,15
DESTERRO,PB,15
DIAMANTE,PB,15
DONA INES,PB,15
DUAS ESTRADAS,PB,15
EMAS,PB,15
ESPERANCA,PB,15
FAGUNDES,PB,15
FREI MARTINHO,PB,15
GADO BRAVO,PB,15
GUARABIRA,PB,15
GURINHEM,PB,15
GURJAO,PB,15
IBIARA,PB,15
IGARACY,PB,15
IMACULADA,PB,15
INGA,PB,15
ITABAIANA,PB,15
ITAPORANGA,PB,15
ITAPOROROCA,PB,15
ITATUBA,PB,15
JACARAU,PB,15
JERICO,PB,15
JOAO PESSOA,PB,12
JUAREZ TAVORA,PB,15
JUAZEIRINHO,PB,15
JUNCO DO SERIDO,PB,15
JURIPIRANGA,PB,15
JURU,PB,15
LAGOA,PB,15
LAGOA DE DENTRO,PB,15
LAGOA SECA,PB,15
LASTRO,PB,15
LIVRAMENTO,PB,15
LOGRADOURO,PB,15
LUCENA,PB,15
MAE D AGUA,PB,15
MALTA,PB,15
MAMANGUAPE,PB,15
MANAIRA,PB,15
MARCACAO,PB,15
MARI,PB,15
MARIZOPOLIS,PB,15
MASSARANDUBA,PB,15
MATARACA,PB,15
MATINHAS,PB,15
MATO GROSSO,PB,15
MATUREIA,PB,15
MOGEIRO,PB,15
MONTADAS,PB,15
MONTE HOREBE,PB,15
MONTEIRO,PB,15
MULUNGU,PB,15
NATUBA,PB,15
NAZAREZINHO,PB,15
NOVA FLORESTA,PB,15
NOVA OLINDA,PB,15
NOVA PALMEIRA,PB,15
OLHO D AGUA,PB,15
OLIVEDOS,PB,15
OURO VELHO,PB,15
PARARI,PB,15
PASSAGEM,PB,15
PATOS,PB,15
PAULISTA,PB,15
PEDRA BRANCA,PB,15
PEDRA LAVRADA,PB,15
PEDRAS DE FOGO,PB,15
PEDRO REGIS,PB,15
PIANCO,PB,15
PICUI,PB,15
PILAR,PB,15
PILOES,PB,15
PILOEZINHOS,PB,15
PIRPIRITUBA,PB,15
PITIMBU,PB,15
POCINHOS,PB,15
POCO DANTAS,PB,15
POCO DE JOSE DE MOURA,PB,15
POMBAL,PB,15
PRATA,PB,15
PRINCESA ISABEL,PB,15
PUXINANA,PB,15
QUEIMADAS,PB,15
QUIXABA,PB,15
REMIGIO,PB,15
RIACHAO,PB,15
RIACHAO DO BACAMARTE,PB,15
RIACHAO DO POCO,PB,15
RIACHO DE SANTO ANTONIO,PB,15
RIACHO DOS CAVALOS,PB,15
RIO TINTO,PB,15
SALGADINHO,PB,15
SALGADO DE SAO FELIX,PB,15
SANTA CECILIA,PB,15
SANTA CRUZ,PB,15
SANTA HELENA,PB,15
SANTA INES,PB,15
SANTA LUZIA,PB,15
SANTA RITA,PB,15
SANTA TERESINHA,PB,15
SANTA TEREZINHA,PB,15
SANTANA DE MANGUEIRA,PB,15
SANTANA DOS GARROTES,PB,15
SANTAREM,PB,15
SANTO ANDRE,PB,15
SAO BENTINHO,PB,15
SAO BENTO,PB,15
SAO DOMINGOS,PB,15
SAO DOMINGOS DO CARIRI,PB,15
SAO FRANCISCO,PB,15
SAO JOAO DO CARIRI,PB,15
SAO JOAO DO RIO DO PEIXE,PB,15
SAO JOAO DO TIGRE,PB,15
SAO JOSE DA LAGOA TAPADA,PB,15
SAO JOSE DE CAIANA,PB,15
SAO JOSE DE ESPINHARAS,PB,15
SAO JOSE DE PIRANHAS,PB,15
SAO JOSE DE PRINCESA,PB,15
SAO JOSE DO BONFIM,PB,15
SAO JOSE DO BREJO DO CRUZ,PB,15
SAO JOSE DO SABUGI,PB,15
SAO JOSE DOS CORDEIROS,PB,15
SAO JOSE DOS RAMOS,PB,15
SAO MAMEDE,PB,15
SAO MIGUEL DE TAIPU,PB,15
SAO SEBASTIAO DE LAGOA DE ROCA,PB,15
SAO SEBASTIAO DO UMBUZEIRO,PB,15
SAO VICENTE DO SERIDO,PB,15
SAPE,PB,15
SERIDO,PB,15
SERRA BRANCA,PB,15
SERRA DA RAIZ,PB,15
SERRA GRANDE,PB,15
SERRA REDONDA,PB,15
SERRARIA,PB,15
SERTAOZINHO,PB,15
SOBRADO,PB,15
SOLANEA,PB,15
SOLEDADE,PB,15
SOSSEGO,PB,15
SOUSA,PB,15
SUME,PB,15
TACIMA,PB,15
TAPEROA,PB,15
TAVARES,PB,15
TEIXEIRA,PB,15
TENORIO,PB,15
TRIUNFO,PB,15
UIRAUNA,PB,15
UMBUZEIRO,PB,15
VARZEA,PB,15
VIEIROPOLIS,PB,15
VISTA SERRANA,PB,15
ZABELE,PB,15
ABREU E LIMA,PE,15
AFOGADOS DA INGAZEIRA,PE,15
AFRANIO,PE,15
AGRESTINA,PE,15
AGUA PRETA,PE,15
AGUAS BELAS,PE,15
ALAGOINHA,PE,15
ALIANCA,PE,15
ALTINHO,PE,15
AMARAJI,PE,15
ANGELIM,PE,15
ARACOIABA,PE,15
ARARIPINA,PE,15
ARCOVERDE,PE,15
BARRA DE GUABIRABA,PE,15
BARREIROS,PE,15
BELEM DE MARIA,PE,15
BELEM DO SAO FRANCISCO,PE,15
BELO JARDIM,PE,15
BETANIA,PE,15
BEZERROS,PE,15
BODOCO,PE,15
BOM CONSELHO,PE,15
BOM JARDIM,PE,15
BONITO,PE,15
BREJAO,PE,15
BREJINHO,PE,15
BREJO DA MADRE DE DEUS,PE,15
BUENOS AIRES,PE,15
BUIQUE,PE,15
CABO DE SANTO AGOSTINHO,PE,15
CABROBO,PE,15
CACHOEIRINHA,PE,15
CAETES,PE,15
CALCADO,PE,15
CALUMBI,PE,15
CAMARAGIBE,PE,15
CAMOCIM DE SAO FELIX,PE,15
CAMUTANGA,PE,15
CANHOTINHO,PE,15
CAPOEIRAS,PE,15
CARNAIBA,PE,15
CARNAUBEIRA DA PENHA,PE,15
CARPINA,PE,15
CARUARU,PE,15
CASINHAS,PE,15
CATENDE,PE,15
CEDRO,PE,15
CHA DE ALEGRIA,PE,15
CHA GRANDE,PE,15
CONDADO,PE,15
CORRENTES,PE,15
CORTES,PE,15
CUMARU,PE,15
CUPIRA,PE,15
CUSTODIA,PE,15
DORMENTES,PE,15
ESCADA,PE,15
EXU,PE,15
FEIRA NOVA,PE,15
FERREIROS,PE,15
FLORES,PE,15
FLORESTA,PE,15
FREI MIGUELINHO,PE,15
GAMELEIRA,PE,15
GARANHUNS,PE,15
GLORIA DO GOITA,PE,15
GOIANA,PE,15
GRANITO,PE,15
GRAVATA,PE,15
IATI,PE,15
IBIMIRIM,PE,15
IBIRAJUBA,PE,15
IGARASSU,PE,15
IGUARACI,PE,15
ILHA DE ITAMARACA,PE,15
INAJA,PE,15
INGAZEIRA,PE,15
IPOJUCA,PE,15
IPUBI,PE,15
ITACURUBA,PE,15
ITAIBA,PE,15
ITAMBE,PE,15
ITAPETIM,PE,15
ITAPISSUMA,PE,15
ITAQUITINGA,PE,15
JABOATAO DOS GUARARAPES,PE,15
JAQUEIRA,PE,15
JATAUBA,PE,15
JATOBA,PE,15
JOAO ALFREDO,PE,15
JOAQUIM NABUCO,PE,15
JUCATI,PE,15
JUPI,PE,15
JUREMA,PE,15
LAGOA DO CARRO,PE,15
LAGOA DO ITAENGA,PE,15
LAGOA DO OURO,PE,15
LAGOA DOS GATOS,PE,15
LAGOA GRANDE,PE,15
LAJEDO,PE,15
LIMOEIRO,PE,15
MACAPARANA,PE,15
MACHADOS,PE,15
MANARI,PE,15
MARAIAL,PE,15
MIRANDIBA,PE,15
MOREILANDIA,PE,15
MORENO,PE,15
NAZARE DA MATA,PE,15
NOSSA SENHORA DO O,PE,15
NOVA CRUZ,PE,15
OLINDA,PE,15
OROBO,PE,15
OROCO,PE,15
OURICURI,PE,15
PALMARES,PE,15
PALMEIRINA,PE,15
PANELAS,PE,15
PARANATAMA,PE,15
PARNAMIRIM,PE,15
PASSIRA,PE,15
PAUDALHO,PE,15
PAULISTA,PE,15
PEDRA,PE,15
PESQUEIRA,PE,15
PETROLANDIA,PE,15
PETROLINA,PE,15
POCAO,PE,15
POMBOS,PE,15
PRIMAVERA,PE,15
QUIPAPA,PE,15
QUIXABA,PE,15
RECIFE,PE,12
RIACHO DAS ALMAS,PE,15
RIBEIRAO,PE,15
RIO FORMOSO,PE,15
SAIRE,PE,15
SALGADINHO,PE,15
SALGUEIRO,PE,15
SALOA,PE,15
SANHARO,PE,15
SANTA CRUZ,PE,15
SANTA CRUZ DA BAIXA VERDE,PE,15
SANTA CRUZ DO CAPIBARIBE,PE,15
SANTA FILOMENA,PE,15
SANTA MARIA DA BOA VISTA,PE,15
SANTA MARIA DO CAMBUCA,PE,15
SANTA TEREZINHA,PE,15
SAO BENEDITO DO SUL,PE,15
SAO BENTO DO UNA,PE,15
SAO CAITANO,PE,15
SAO JOAO,PE,15
SAO JOAQUIM DO MONTE,PE,15
SAO JOSE,PE,15
SAO JOSE DA COROA GRANDE,PE,15
SAO JOSE DO BELMONTE,PE,15
SAO JOSE DO EGITO,PE,15
SAO LOURENCO DA MATA,PE,15
SAO VICENTE,PE,15
SAO VICENTE FERRER,PE,15
SERRA TALHADA,PE,15
SERRITA,PE,15
SERTANIA,PE,15
SIRINHAEM,PE,15
SOLIDAO,PE,15
SURUBIM,PE,15
TABIRA,PE,15
TACAIMBO,PE,15
TACARATU,PE,15
TAMANDARE,PE,15
TAQUARITINGA DO NORTE,PE,15
TEREZINHA,PE,15
TERRA NOVA,PE,15
TIMBAUBA,PE,15
TIMORANTE,PE,15
TORITAMA,PE,15
TRACUNHAEM,PE,15
TRINDADE,PE,15
TRIUNFO,PE,15
TUPANATINGA,PE,15
TUPARETAMA,PE,15
VENTUROSA,PE,15
VERDEJANTE,PE,15
VERTENTE DO LERIO,PE,15
VERTENTES,PE,15
VICENCIA,PE,15
VITORIA DE SANTO ANTAO,PE,15
XEXEU,PE,15
ACAUA,PI,16
AGRICOLANDIA,PI,16
AGUA BRANCA,PI,16
ALAGOINHA DO PIAUI,PI,16
ALEGRETE DO PIAUI,PI,16
ALTO LONGA,PI,16
ALTOS,PI,16
ALVORADA DO GURGUEIA,PI,16
AMARANTE,PI,16
ANGICAL DO PIAUI,PI,16
ANISIO DE ABREU,PI,16
ANTONIO ALMEIDA,PI,16
AROAZES,PI,16
ARRAIAL,PI,16
ASSUNCAO DO PIAUI,PI,16
AVELINO LOPES,PI,16
BAIXA GRANDE DO RIBEIRO,PI,16
BARRA D ALCANTARA,PI,16
BARRAS,PI,16
BARREIRAS DO PIAUI,PI,16
BARRO DURO,PI,16
BATALHA,PI,16
BELA VISTA DO PIAUI,PI,16
BELEM DO PIAUI,PI,16
BENEDITINOS,PI,16
BERTOLINIA,PI,16
BETANIA DO PIAUI,PI,16
BOA HORA,PI,16
BOCAINA,PI,16
BOM JESUS,PI,16
BOM PRINCIPIO DO PIAUI,PI,16
BONFIM DO PIAUI,PI,16
BOQUEIRAO DO PIAUI,PI,16
BRASILEIRA,PI,16
BREJO DO PIAUI,PI,16
BURITI DOS LOPES,PI,16
BURITI DOS MONTES,PI,16
CABECEIRAS DO PIAUI,PI,16
CAJAZEIRAS DO PIAUI,PI,16
CAJUEIRO DA PRAIA,PI,16
CALDEIRAO GRANDE DO PIAUI,PI,16
CAMPINAS DO PIAUI,PI,16
CAMPO ALEGRE DO FIDALGO,PI,16
CAMPO GRANDE DO PIAUI,PI,16
CAMPO LARGO DO PIAUI,PI,16
CAMPO MAIOR,PI,16
CANAVIEIRA,PI,16
CANTO DO BURITI,PI,16
CAPITAO DE CAMPOS,PI,16
CAPITAO GERVASIO OLIVEIRA,PI,16
CARACOL,PI,16
CARAUBAS DO PIAUI,PI,16
CARIDADE DO PIAUI,PI,16
CASTELO DO PIAUI,PI,16
CAXINGO,PI,16
COCAL,PI,16
COCAL DE TELHA,PI,16
COCAL DOS ALVES,PI,16
COIVARAS,PI,16
COLONIA DO GURGUEIA,PI,16
COLONIA DO PIAUI,PI,16
CONCEICAO DO CANINDE,PI,16
CORONEL JOSE DIAS,PI,16
CORRENTE,PI,16
CRISTALANDIA DO PIAUI,PI,16
CRISTINO CASTRO,PI,16
CURIMATA,PI,16
CURRAIS,PI,16
CURRAL NOVO DO PIAUI,PI,16
CURRALINHOS,PI,16
DEMERVAL LOBAO,PI,16
DIRCEU ARCOVERDE,PI,16
DOM EXPEDITO LOPES,PI,16
DOM INOCENCIO,PI,16
DOMINGOS MOURAO,PI,16
ELESBAO VELOSO,PI,16
ELISEU MARTINS,PI,16
ESPERANTINA,PI,16
FARTURA DO PIAUI,PI,16
FLORES DO PIAUI,PI,16
FLORESTA DO PIAUI,PI,16
FLORIANO,PI,16
FRANCINOPOLIS,PI,16
FRANCISCO AYRES,PI,16
FRANCISCO MACEDO,PI,16
FRANCISCO SANTOS,PI,16
FRONTEIRAS,PI,16
GEMINIANO,PI,16
GILBUES,PI,16
GUADALUPE,PI,16
GUARIBAS,PI,16
HUGO NAPOLEAO,PI,16
ILHA GRANDE,PI,16
INHUMA,PI,16
IPIRANGA DO PIAUI,PI,16
ISAIAS COELHO,PI,16
ITAINOPOLIS,PI,16
ITAUEIRA,PI,16
JACOBINA DO PIAUI,PI,16
JAICOS,PI,16
JARDIM DO MULATO,PI,16
JATOBA DO PIAUI,PI,16
JERUMENHA,PI,16
JOAO COSTA,PI,16
JOAQUIM PIRES,PI,16
JOCA MARQUES,PI,16
JOSE DE FREITAS,PI,16
JUAZEIRO DO PIAUI,PI,16
JULIO BORGES,PI,16
JUREMA,PI,16
LAGOA ALEGRE,PI,16
LAGOA DE SAO FRANCISCO,PI,16
LAGOA DO BARRO DO PIAUI,PI,16
LAGOA DO PIAUI,PI,16
LAGOA DO SITIO,PI,16
LAGOINHA DO PIAUI,PI,16
LANDRI SALES,PI,16
LUIS CORREIA,PI,16
LUZILANDIA,PI,16
MADEIRO,PI,16
MANOEL EMIDIO,PI,16
MARCOLANDIA,PI,16
MARCOS PARENTE,PI,16
MASSAPE DO PIAUI,PI,16
MATIAS OLIMPIO,PI,16
MIGUEL ALVES,PI,16
MIGUEL LEAO,PI,16
MILTON BRANDAO,PI,16
MONSENHOR GIL,PI,16
MONSENHOR HIPOLITO,PI,16
MONTE ALEGRE DO PIAUI,PI,16
MORRO CABECA NO TEMPO,PI,16
MORRO DO CHAPEU DO PIAUI,PI,16
MURICI DOS PORTELAS,PI,16
NAZARE DO PIAUI,PI,16
NAZARIA,PI,16
NOSSA SENHORA DE NAZARE,PI,16
NOSSA SENHORA DOS REMEDIOS,PI,16
NOVA SANTA RITA,PI,16
NOVO ORIENTE DO PIAUI,PI,16
NOVO SANTO ANTONIO,PI,16
OEIRAS,PI,16
OLHO D AGUA DO PIAUI,PI,16
PADRE MARCOS,PI,16
PAES LANDIM,PI,16
PAJEU DO PIAUI,PI,16
PALMEIRA DO PIAUI,PI,16
PALMEIRAIS,PI,16
PAQUETA,PI,16
PARNAGUA,PI,16
PARNAIBA,PI,16
PASSAGEM FRANCA DO PIAUI,PI,16
PATOS DO PIAUI,PI,16
PAU D ARCO DO PIAUI,PI,16
PAULISTANA,PI,16
PAVUSSU,PI,16
PEDRO II,PI,16
PEDRO LAURENTINO,PI,16
PICOS,PI,16
PIMENTEIRAS,PI,16
PIO IX,PI,16
PIRACURUCA,PI,16
PIRIPIRI,PI,16
PORTO,PI,16
PORTO ALEGRE DO PIAUI,PI,16
PRATA DO PIAUI,PI,16
QUEIMADA NOVA,PI,16
REDENCAO DO GURGUEIA,PI,16
REGENERACAO,PI,16
RIACHO FRIO,PI,16
RIBEIRA DO PIAUI,PI,16
RIBEIRO GONCALVES,PI,16
RIO GRANDE DO PIAUI,PI,16
SANTA CRUZ DO PIAUI,PI,16
SANTA CRUZ DOS MILAGRES,PI,16
SANTA FILOMENA,PI,16
SANTA LUZ,PI,16
SANTA ROSA DO PIAUI,PI,16
SANTANA DO PIAUI,PI,16
SANTO ANTONIO DE LISBOA,PI,16
SANTO ANTONIO DOS MILAGRES,PI,16
SANTO INACIO DO PIAUI,PI,16
SAO BRAZ DO PIAUI,PI,16
SAO FELIX DO PIAUI,PI,16
SAO FRANCISCO DE ASSIS DO PIAUI,PI,16
SAO FRANCISCO DO PIAUI,PI,16
SAO GONCALO DO GURGUEIA,PI,16
SAO GONCALO DO PIAUI,PI,16
SAO JOAO DA CANABRAVA,PI,16
SAO JOAO DA FRONTEIRA,PI,16
SAO JOAO DA SERRA,PI,16
SAO JOAO DA VARJOTA,PI,16
SAO JOAO DO ARRAIAL,PI,16
SAO JOAO DO PIAUI,PI,16
SAO JOSE DO DIVINO,PI,16
SAO JOSE DO PEIXE,PI,16
SAO JOSE DO PIAUI,PI,16
SAO JULIAO,PI,16
SAO LOURENCO DO PIAUI,PI,16
SAO LUIS DO PIAUI,PI,16
SAO MIGUEL DA BAIXA GRANDE,PI,16
SAO MIGUEL DO FIDALGO,PI,16
SAO MIGUEL DO TAPUIO,PI,16
SAO PEDRO DO PIAUI,PI,16
SAO RAIMUNDO NONATO,PI,16
SEBASTIAO BARROS,PI,16
SEBASTIAO LEAL,PI,16
SIGEFREDO PACHECO,PI,16
SIMOES,PI,16
SIMPLICIO MENDES,PI,16
SOCORRO DO PIAUI,PI,16
SUSSUAPARA,PI,16
TAMBORIL DO PIAUI,PI,16
TANQUE DO PIAUI,PI,16
TERESINA,PI,14
UNIAO,PI,16
URUCUI,PI,16
VALENCA DO PIAUI,PI,16
VARZEA BRANCA,PI,16
VARZEA GRANDE,PI,16
VERA MENDES,PI,16
VILA NOVA DO PIAUI,PI,16
WALL FERRAZ,PI,16
ACARI,RN,16
ACU,RN,16
AFONSO BEZERRA,RN,16
AGUA NOVA,RN,16
ALEXANDRIA,RN,16
ALMINO AFONSO,RN,16
ALTO DO RODRIGUES,RN,16
ANGICOS,RN,16
ANTONIO MARTINS,RN,16
APODI,RN,16
AREIA BRANCA,RN,16
AREZ,RN,16
BAIA FORMOSA,RN,16
BARAUNA,RN,16
BARCELONA,RN,16
BENTO FERNANDES,RN,16
BOA SAUDE,RN,16
BODO,RN,16
BOM JESUS,RN,16
BREJINHO,RN,16
CAICARA DO NORTE,RN,16
CAICARA DO RIO DO VENTO,RN,16
CAICO,RN,16
CAMPO GRANDE,RN,16
CAMPO REDONDO,RN,16
CANGUARETAMA,RN,16
CARAUBAS,RN,16
CARNAUBA DOS DANTAS,RN,16
CARNAUBAIS,RN,16
CEARA-MIRIM,RN,16
CERRO CORA,RN,16
CORONEL EZEQUIEL,RN,16
CORONEL JOAO PESSOA,RN,16
CRUZETA,RN,16
CURRAIS NOVOS,RN,16
DOUTOR SEVERIANO,RN,16
ENCANTO,RN,16
EQUADOR,RN,16
ESPIRITO SANTO,RN,16
EXTREMOZ,RN,16
FELIPE GUERRA,RN,16
FERNANDO PEDROZA,RN,16
FLORANIA,RN,16
FRANCISCO DANTAS,RN,16
FRUTUOSO GOMES,RN,16
GALINHOS,RN,16
GOIANINHA,RN,16
GOVERNADOR DIX-SEPT ROSADO,RN,16
GROSSOS,RN,16
GUAMARE,RN,16
IELMO MARINHO,RN,16
IPANGUACU,RN,16
IPUEIRA,RN,16
ITAJA,RN,16
ITAU,RN,16
JACANA,RN,16
JANDAIRA,RN,16
JANDUIS,RN,16
JAPI,RN,16
JARDIM DE ANGICOS,RN,16
JARDIM DE PIRANHAS,RN,16
JARDIM DO SERIDO,RN,16
JOAO CAMARA,RN,16
JOAO DIAS,RN,16
JOSE DA PENHA,RN,16
JUCURUTU,RN,16
JUNDIA,RN,16
LAGOA D ANTA,RN,16
LAGOA DE PEDRAS,RN,16
LAGOA DE VELHOS,RN,16
LAGOA NOVA,RN,16
LAGOA SALGADA,RN,16
LAJES,RN,16
LAJES PINTADAS,RN,16
LUCRECIA,RN,16
LUIS GOMES,RN,16
MACAIBA,RN,16
MACAU,RN,16
MAJOR SALES,RN,16
MARCELINO VIEIRA,RN,16
MARTINS,RN,16
MAXARANGUAPE,RN,16
MESSIAS TARGINO,RN,16
MONTANHAS,RN,16
MONTE ALEGRE,RN,16
MONTE DAS GAMELEIRAS,RN,16
MOSSORO,RN,16
NATAL,RN,13
NISIA FLORESTA,RN,16
NOVA CRUZ,RN,16
OLHO-D AGUA DO BORGES,RN,16
OURO BRANCO,RN,16
PARANA,RN,16
PARAU,RN,16
PARAZINHO,RN,16
PARELHAS,RN,16
PARNAMIRIM,RN,16
PASSA E FICA,RN,16
PASSAGEM,RN,16
PATU,RN,16
PAU DOS FERROS,RN,16
PEDRA GRANDE,RN,16
PEDRA PRETA,RN,16
PEDRO AVELINO,RN,16
PEDRO VELHO,RN,16
PENDENCIAS,RN,16
PILOES,RN,16
POCO BRANCO,RN,16
PORTALEGRE,RN,16
PORTO DO MANGUE,RN,16
PUREZA,RN,16
RAFAEL FERNANDES,RN,16
RAFAEL GODEIRO,RN,16
RIACHO DA CRUZ,RN,16
RIACHO DE SANTANA,RN,16
RIACHUELO,RN,16
RIO DO FOGO,RN,16
RODOLFO FERNANDES,RN,16
RUY BARBOSA,RN,16
SANTA CRUZ,RN,16
SANTA MARIA,RN,16
SANTANA DO MATOS,RN,16
SANTANA DO SERIDO,RN,16
SANTO ANTONIO,RN,16
SAO BENTO DO NORTE,RN,16
SAO BENTO DO TRAIRI,RN,16
SAO FERNANDO,RN,16
SAO FRANCISCO DO OESTE,RN,16
SAO GONCALO DO AMARANTE,RN,16
SAO JOAO DO SABUGI,RN,16
SAO JOSE DE MIPIBU,RN,16
SAO JOSE DO CAMPESTRE,RN,16
SAO JOSE DO SERIDO,RN,16
SAO MIGUEL,RN,16
SAO MIGUEL DO GOSTOSO,RN,16
SAO PAULO DO POTENGI,RN,16
SAO PEDRO,RN,16
SAO RAFAEL,RN,16
SAO TOME,RN,16
SAO VICENTE,RN,16
SENADOR ELOI DE SOUZA,RN,16
SENADOR GEORGINO AVELINO,RN,16
SERRA CAIADA,RN,16
SERRA DE SAO BENTO,RN,16
SERRA DO MEL,RN,16
SERRA NEGRA DO NORTE,RN,16
SERRINHA,RN,16
SERRINHA DOS PINTOS,RN,16
SEVERIANO MELO,RN,16
SITIO NOVO,RN,16
TABOLEIRO GRANDE,RN,16
TAIPU,RN,16
TANGARA,RN,16
TENENTE ANANIAS,RN,16
TENENTE LAURENTINO CRUZ,RN,16
TIBAU,RN,16
TIBAU DO SUL,RN,16
TIMBAUBA DOS BATISTAS,RN,16
TOUROS,RN,16
TRIUNFO POTIGUAR,RN,16
UMARIZAL,RN,16
UPANEMA,RN,16
VARZEA,RN,16
VENHA-VER,RN,16
VERA CRUZ,RN,16
VICOSA,RN,16
VILA FLOR,RN,16
